Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción,Duración parada
100000935,05/05/2025,Desarme de vitrinas,60000461,P42,MC,MECE ORAS,21/05/2025,C200,Vitrina refrigeracion N°01,0
100000939,05/05/2025,Mantenimiento preventivo Freidora,60000467,P41,MC,MECE ORAS,05/06/2025,C240,Freidora electrica N°01,0
100000944,05/05/2025,tomas de luz,,P41,MC,MECE,21/07/2025,C100,,0
100000947,06/05/2025,Vitrina congelación charcuteria,60000479,P42,MC,MECE ORAS,21/05/2025,C100,Vitrina congelacion N°02,0
100000953,06/05/2025,tubo de agua partido,60000559,P43,MC,MECE ORAS,21/05/2025,C290,,0
100000956,06/05/2025,Arreglo vitrina eventos,60000485,P42,MC,MECE ORAS,11/07/2025,A400,Nevera vitrina refrigeracion eventos,0
100000971,06/05/2025,Pintar parqueadero GSPA,60000492,P43,MC,MECE ORAS,10/07/2025,A400,,0
100000972,06/05/2025,Novedad iluminacion,60001515,P41,MC,MECE ORAS,29/07/2025,C320,,0
100000973,06/05/2025,mantenimiento para la  cruz tecnica,,P41,MC,MECE,29/07/2025,C320,,0
100000974,07/05/2025,Mantenimiento preventivo refrigeracion,60000498,P42,MC,MECE ORAS,21/05/2025,C230,Vitrina refrigeracion N°01,0
100000975,07/05/2025,Cambio de iluminacion mala,60000519,P41,MC,MECE ORAS,29/07/2025,C140,,0
100000978,07/05/2025,NOVEDAD EN TEMPERATURA VITRINA 3,60002206,P42,MC,MECE ORAS,24/07/2025,C310,Vitrina refrigeracion N°03,0
100000979,07/05/2025,AVERIA EN LUCES DE LA CRUZ TECNICA,,P41,MC,MECE,29/07/2025,C310,,0
100000980,07/05/2025,Iluminación cuarto de maquinas,60000523,P41,MC,MECE ORAS,06/06/2025,C310,,0
100000981,07/05/2025,DAÑO EN LLAVE DE AGUA DE CUARTO ASEO,60000525,P43,MC,MECE ORAS,21/05/2025,C310,,0
100000982,07/05/2025,Mantenimiento Cortinas enrollables,60000678,P43,MC,MECE ORAS,21/05/2025,C230,,0
100000984,07/05/2025,Daño controlador,60000926,P42,MC,MECE ORAS,02/07/2025,C390,Condensadora Lineal Vitrinas N°01,2
100000990,07/05/2025,mantenimiento cruz tecnica,60000508,P41,MC,MECE ORAS,06/06/2025,C380,,0
100000991,07/05/2025,Fuga Agua sala procesos,60001103,P43,MC,MECE ORAS,06/06/2025,C380,,0
100001001,07/05/2025,cava refiegeracion no enfria,60000520,P42,MC,MECE ORAS,29/05/2025,C380,Controlador cava refrigeracion N°01,8
100001004,07/05/2025,posuelo de Sala procesos,60000532,P43,MC,MECE ORAS,21/05/2025,C180,,0
100001005,07/05/2025,Rampla sin cinta antideslizante,,P43,MC,MECE,06/06/2025,C270,,0
100001006,07/05/2025,Posuelo comedor empleados,60000533,P43,MC,MECE ORAS,10/07/2025,C180,,0
100001007,07/05/2025,APARTAMENTOS SIN LUZ,,P41,MC,MECE,21/07/2025,A170,,0
100001008,07/05/2025,Mantenimiento Monteria general PV locati,,P43,MC,MECE,03/06/2025,C260,,0
100001015,07/05/2025,Arreglo puerta principal,60000657,P43,MC,MECE ORAS,05/06/2025,C200,,0
100001017,07/05/2025,luces pasillo punto de venta,60000873,P41,MC,MECE ORAS,06/06/2025,C210,,0
100001018,07/05/2025,Cambio de baterias UPS,60000522,P41,MC,MECE ORAS,21/05/2025,A290,UPS,0
100001019,07/05/2025,Pin Neveras para sostener bandeja metal,60000991,P42,MC,MECE ORAS,04/06/2025,C230,Vitrina refrigeracion N°01,0
100001020,08/05/2025,se  daño el  gato  de la  puerta de vidr,60000554,P43,MC,MECE ORAS,21/05/2025,C290,,1
100001021,08/05/2025,Reparación vitrina refrigeracion,60000575,P42,MC,MECE ORAS,05/06/2025,C380,Vitrina refrigeracion N°03,0
100001025,08/05/2025,cambio iluminacion apartamento,60000529,P41,MC,MECE ORAS,06/06/2025,C380,,0
100001027,08/05/2025,cambio chapas puertas,60000530,P43,MC,MECE ORAS,02/09/2025,A190,,0
100001028,08/05/2025,MOLINO CON SENSOR MALO,60000528,P41,MC,MECE ORAS,05/06/2025,C470,Molino,6
100001029,08/05/2025,PINTURA PAREDES,,P43,MC,MECE,01/08/2025,C470,,0
100001030,08/05/2025,BAÑO MUJERES EMPELADOS,,P43,MC,MECE,01/08/2025,C470,,0
100001031,08/05/2025,CHAPA PUERTA ACCESO PRINCIPAL PARRILLA,,P43,MC,MECE,01/08/2025,C470,,0
100001034,07/05/2025,Mantenimiento general PV locativo,60000668,P43,MC,MECE ORAS,10/07/2025,C260,,0
100001037,08/05/2025,CIELO RASO PV,,P43,MC,MECE,01/08/2025,C470,,0
100001040,08/05/2025,LAMPARAS CUARTO CANASTAS,,P41,MC,MECE,29/07/2025,C470,,0
100001045,08/05/2025,Mantenimiento general de las vitrinas,60000531,P42,MC,MECE ORAS,27/06/2025,C190,Vitrina refrigeracion N°02,0
100001047,08/05/2025,Caja de electricidad quebrada,,P42,MC,MECE,29/05/2025,C140,Vitrina refrigeracion N°03,0
100001052,08/05/2025,lamparas led de techo malas,,P41,MC,MECE,29/07/2025,C170,,0
100001053,08/05/2025,tapa mala sanitario hombres parrilla,60000642,P43,MC,MECE ORAS,21/05/2025,C170,,0
100001056,09/05/2025,Solicitud Porta Cuchillos,60002610,P43,MC,METR ORAS,,C230,,0
100001057,09/05/2025,plancha parrilla,60000663,P41,MC,MECE ORAS,05/06/2025,C120,Plancha N°01,1
100001058,09/05/2025,Bascula mala impresion,60000644,P44,MC,MECE ORAS,03/06/2025,C120,Balanza colgante N°03,0
100001063,09/05/2025,Terminacion de escalas,,P43,MC,MECE,10/06/2025,C120,,0
100001066,09/05/2025,Cambio cauchos puertas cavas,,P42,MC,MECE,07/07/2025,C230,,0
100001067,09/05/2025,Retiro de material en punto de venta,60000652,P43,MC,MECE ORAS,10/07/2025,C230,,0
100001070,09/05/2025,Daño cava congelación,60000557,P42,MC,MECE ORAS,21/05/2025,C340,Controlador cava congelacion N°01,2
100001075,09/05/2025,limpieza tuberia pv,60000551,P43,MC,MECE ORAS,21/05/2025,C320,,0
100001076,09/05/2025,bascula local,60000643,P44,MC,MECE ORAS,15/05/2025,C200,Balanza colgante N°05,6
100001078,09/05/2025,Desprendimiento de pintura en cavas,,P42,MC,METR,,C200,,0
100001086,09/05/2025,TOPES DE PUERTAS DE ACCCESO A PV Y PARRI,60000549,P43,MC,MECE ORAS,21/05/2025,C310,,0
100001092,09/05/2025,arreglo de luces del punto de venta,60001131,P41,MC,MECE ORAS,01/08/2025,C110,,0
100001093,09/05/2025,puerta de nevera de congelacion de parri,60000785,P42,MC,MECE ORAS,21/05/2025,C110,Nevera vertical congelacion N°01,0
100001094,09/05/2025,fuga de agua,60000698,P43,MC,MECE ORAS,05/06/2025,C110,,0
100001095,09/05/2025,fuga de agua en el pozuelo de lavatraper,60000697,P43,MC,MECE ORAS,21/05/2025,C110,,0
100001096,09/05/2025,colocar anclaje para sostener la manguer,,P43,MC,MECE,01/08/2025,C110,,0
100001097,09/05/2025,instalar regilla en posuelo de pasillo,60000633,P43,MC,MECE ORAS,21/05/2025,C110,,0
100001101,10/05/2025,arraglo tanque Freidora,60002893,P41,MC,METR ORAS,,C260,Freidora a gas N°01,0
100001124,10/05/2025,Vitrina refriegracion sin iluminacion,60000598,P42,MC,MECE ORAS,21/05/2025,C220,Vitrina refrigeracion N°02,0
100001125,10/05/2025,Daño en rack de refrigeracion,60000572,P42,MC,MECE ORAS,21/05/2025,C310,Rack de refrigeracion,0
100001128,11/05/2025,Nevera de refrigeracion con problemas,60000929,P42,MC,MECE ORAS,29/05/2025,C110,Vitrina refrigeracion N°02,0
100001130,11/05/2025,Cava cong ventiladores congelados,60000615,P42,MC,MECE ORAS,21/05/2025,C230,Evaporador cava congelacion N°01,0
100001135,12/05/2025,Iluminacion vitrina,,P42,MC,MECE,21/05/2025,C380,Vitrina refrigeracion N°03,0
100001138,12/05/2025,Plancha parrilla no enciende,,P41,MC,MECE,13/05/2025,C240,Plancha N°01,0
100001139,12/05/2025,pasamanos desajustado,60000705,P43,MC,MECE ORAS,21/05/2025,C170,,0
100001140,12/05/2025,Adecuación escritorio,60000606,P43,MC,MECE ORAS,21/05/2025,A290,,0
100001147,12/05/2025,balanza en mal estado,60000640,P44,MC,MECE ORAS,15/05/2025,C110,Balanza colgante N°07,24
100001162,13/05/2025,Marco dañado cava refrigeracion,,P42,MC,METR,,C290,,0
100001166,13/05/2025,tubo externo red internet,60000620,P41,MC,MECE ORAS,06/06/2025,C380,,0
100001168,13/05/2025,SUSPENSION DE ENERGIA APARTADO,60000616,P41,MC,MECE ORAS,06/06/2025,C250,,0
100001170,13/05/2025,Vitrina de congelacion 1,60000665,P42,MC,MECE ORAS,05/06/2025,C320,Vitrina congelacion N°01,0
100001182,13/05/2025,Camara PV Rionegro,,P91,MC,MECE,21/08/2025,C230,CAM PV-RIO_Entrada,0
100001183,13/05/2025,LIMPIAR DISPOSITIVOS,,P91,MC,MECE,21/08/2025,C100,CAM PV-PRA_Bascula,0
100001184,13/05/2025,mantenimiento plancha,60000628,P41,MC,MECE ORAS,05/06/2025,C570,Plancha N°01,0
100001190,13/05/2025,Camara Externa 2 sin visual PV-Dosquebra,,P91,MC,MECE,21/08/2025,C360,CAM PV-DQU_Externa 2,0
100001196,13/05/2025,limpieza de alcantarillado,60000634,P43,MC,MECE ORAS,21/05/2025,C330,,0
100001199,14/05/2025,Daño de cava de congelacion,60000647,P42,MC,MECE ORAS,21/05/2025,C220,Condensador cava congelacion N°01,5
100001205,14/05/2025,arreglo de freidora electrica,60000651,P41,MC,MECE ORAS,21/07/2025,C570,Freidora electrica N°01,0
100001207,14/05/2025,Lubricación carros canasteros,60000653,P43,MC,MECE ORAS,05/06/2025,C310,,0
100001209,14/05/2025,DAÑO DE FREIDORA,60000895,P41,MC,MECE ORAS,09/06/2025,C310,Freidora electrica N°01,503
100001211,14/05/2025,DAÑO MAQUINA ETIQUETADORA,,P44,MC,MECE,15/05/2025,C310,Balanza etiquetadora,0
100001220,14/05/2025,sierra fuerte ruido,60001030,P41,MC,MECE ORAS,21/07/2025,C290,Sierra sin fin,0
100001221,14/05/2025,Daño Vitrina Refrigeracion,,P43,MC,MECE,17/07/2025,A400,,0
100001225,14/05/2025,2 piso sin luz,,P41,MC,MECE,29/07/2025,A140,,0
100001228,14/05/2025,Puerta gabinete almacen se cayo,,P43,MC,MECE,10/07/2025,C160,,0
100001239,15/05/2025,Nevera punto de vta no prende,,P42,MC,MECE,29/05/2025,C230,Vitrina refrigeracion N°01,0
100001242,15/05/2025,CAM PV-LDOR_Mostrador 2,,P41,MC,MECE,29/07/2025,C330,CAM PV-LDOR_Mostrador 2,0
100001251,15/05/2025,CAM PAR-PARA Dotación_Almacen #2,,P91,MC,MECE,21/08/2025,A330,CAM PAR-PARA Dotación_Almacen #2,0
100001264,15/05/2025,CAM PV-SIN_Cava,,P91,MC,MECE,21/08/2025,C290,CAM PV-SIN_Cava,0
100001266,15/05/2025,CAM OFI Adm_Contabilidad 2,,P91,MC,MECE,21/08/2025,A290,CAM OFI Adm_Contabilidad 2,0
100001267,15/05/2025,CAM PV-LORIC_Perimetro 4,,P91,MC,MEAB,,C270,CAM PV-LORIC_Perimetro 4,0
100001268,15/05/2025,CAM PV-SAHA_Externa 3,,P91,MC,MEAB,,C280,CAM PV-SAHA_Externa 3,0
100001269,15/05/2025,CAM OFI Adm_Sistemas 1,,P91,MC,MEAB,,A290,CAM OFI Adm_Sistemas 1,0
100001270,15/05/2025,Camara Pv Cartago,,P91,MC,MEAB,,C370,CAM PV-CTGO-Mostrador 1,0
100001271,15/05/2025,reparacion llave pasillo y chapa baño cl,60000738,P43,MC,MECE ORAS,05/06/2025,C370,,0
100001278,15/05/2025,LAVADO DE TRAMPA GRASA,,P43,MC,MECE,10/07/2025,C470,,0
100001279,15/05/2025,Vitrina de congelado mala,60000725,P42,MC,MECE ORAS,27/05/2025,C190,Vitrina refrigeracion N°02,18
100001280,15/05/2025,Vitrinas sabaneta,60000679,P42,MC,MECE ORAS,21/05/2025,C120,Vitrina refrigeracion N°02,0
100001287,15/05/2025,Puerta Enrrollable,60000841,P43,MC,MECE ORAS,10/07/2025,C300,,0
100001288,15/05/2025,Ventilador vitrina parado,60000792,P42,MC,MECE ORAS,05/06/2025,C140,Vitrina refrigeracion N°01,0
100001289,15/05/2025,Puerta entrada principal,60001314,P43,MC,MECE ORAS,10/07/2025,C300,,0
100001290,15/05/2025,INSTALACION DE PUERTAS,60002434,P43,MC,METR ORAS,,C470,,0
100001293,15/05/2025,Reparacio carro canastero pv,60000863,P43,MC,MECE ORAS,02/07/2025,C300,,0
100001298,16/05/2025,picaporte de puerta dañado,60000699,P43,MC,MECE ORAS,21/05/2025,C140,,0
100001300,16/05/2025,cambio de bomba de tanque de agua,60000690,P43,MC,MECE ORAS,21/05/2025,C160,,37
100001306,16/05/2025,Cambio de Llanta Carrito Transportador,,P43,MC,MECE,01/08/2025,C220,,0
100001307,16/05/2025,puerta metalica no sube,60000787,P41,MC,MECE ORAS,06/06/2025,C280,,0
100001311,16/05/2025,Verificacion de metrologia bascula plata,60000714,P44,MC,MECE ORAS,20/05/2025,C220,Bascula plataforma,0
100001322,16/05/2025,poceta lavamanos botando agua,60001170,P43,MC,MECE ORAS,21/08/2025,C170,,0
100001323,16/05/2025,Vitrina de refrigeracion congelando,60000789,P42,MC,MECE ORAS,05/06/2025,C180,Vitrina refrigeracion N°03,0
100001325,16/05/2025,Llave de procesos reventada,60000783,P43,MC,MECE ORAS,05/08/2025,C180,,0
100001327,16/05/2025,Mantenimiento red electrico Cartago,60000729,P41,MC,MECE ORAS,21/07/2025,C370,,0
100001328,16/05/2025,punto de red caja,60000700,P41,MC,MECE ORAS,21/07/2025,C370,,0
100001331,16/05/2025,bascula 7 no imprime bien tiquetes,,P44,MC,MECE,22/05/2025,C170,Balanza colgante N°07,0
100001332,16/05/2025,micoondas no funciona,,P41,MC,MECE,29/07/2025,C170,Electrodomesticos menores,0
100001398,17/05/2025,bolla del tanque elevadizo en mal estado,,P43,MC,MECE,20/05/2025,C110,,0
100001400,18/05/2025,sierra con cable roto,60000757,P41,MC,MECE ORAS,05/06/2025,C170,Sierra sin fin,2
100001401,19/05/2025,Vitrina no congela,60000786,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina congelacion N°01,0
100001402,19/05/2025,Vitrina de congelacion no enciende,60000728,P42,MC,MECE ORAS,21/05/2025,C150,Vitrina congelacion N°03,27
100001403,19/05/2025,Solicitud acrilicos vitrinas,60000885,P42,MC,MECE ORAS,27/05/2025,C160,Vitrina congelacion N°01,0
100001406,19/05/2025,revision sierra,60000755,P41,MC,MECE ORAS,21/05/2025,C160,Sierra sin fin,5
100001408,21/05/2025,Molino,60000800,P41,MC,MECE ORAS,06/06/2025,C240,Molino,0
100001409,19/05/2025,tanque de agua,60000748,P43,MC,MECE ORAS,21/05/2025,C110,,0
100001412,19/05/2025,Daño swiches vitrinas,60000730,P42,MC,MECE ORAS,21/05/2025,C110,Vitrina refrigeracion N°01,0
100001426,19/05/2025,valvulas freidora malas,60000756,P41,MC,MECE ORAS,05/06/2025,C120,Plancha N°01,0
100001432,19/05/2025,Cambio de poleas sierra sin fin,60000761,P41,MC,MECE ORAS,14/07/2025,C250,Sierra sin fin,0
100001441,19/05/2025,Cavas PV Cali,,P42,MC,MECE,21/05/2025,C400,Evaporador cava congelacion N°01,0
100001449,20/05/2025,Molino no enciende,60000799,P41,MC,MECE ORAS,05/06/2025,C230,Molino,3
100001465,20/05/2025,CAM SERV_Perimetro 1,,P91,MC,MEAB,,A400,CAM SERV_Perimetro 1,0
100001474,20/05/2025,Control de vitrina dañado,60000912,P42,MC,MECE ORAS,05/06/2025,C270,Vitrina congelacion N°01,152
100001487,20/05/2025,Daño microondas sistemas,,P41,MC,MECE,21/07/2025,A290,Electrodomesticos menores,0
100001489,21/05/2025,MALACATE TIENE UN RUIDO RARO,,P41,MC,MECE,21/07/2025,C190,Malacate,0
100001492,21/05/2025,Carro para transportas canastas malo,,P43,MC,MECE,10/07/2025,C190,,0
100001495,21/05/2025,interruptor en mal estado,60000788,P41,MC,MECE ORAS,21/07/2025,C280,,0
100001496,21/05/2025,Llave de paso de pozuelo vitrinas mala,60000791,P43,MC,MECE ORAS,05/06/2025,C170,,0
100001497,21/05/2025,ventiladores de vitrina no encienden,60000861,P42,MC,MECE ORAS,29/05/2025,C170,Vitrina refrigeracion N°02,0
100001498,21/05/2025,Baño tapado,,P43,MC,MEAB,,C280,,0
100001502,21/05/2025,cambio rodamientos sierra sin fin,60000790,P41,MC,MECE ORAS,21/07/2025,C170,Sierra sin fin,0
100001504,21/05/2025,Caucho de la Cava Refrigeracion,60002932,P42,MC,METR ORAS,,C220,,0
100001513,21/05/2025,Llave cuarto de residuos,60000880,P43,MC,MECE ORAS,30/05/2025,C240,,45
100001522,22/05/2025,Error de medicion PDC,60000840,P42,MC,MECE ORAS,05/06/2025,C380,Vitrina refrigeracion N°04,5
100001531,22/05/2025,Condicion insegura ventanal TI,,P43,MC,MECE,05/08/2025,A290,,0
100001560,23/05/2025,Cambio ubicación Camaras Servicarros,,P91,MC,MEAB,,A400,CAM SERV_Perimetro 5,0
100001561,23/05/2025,punto de venta sin agua,,P43,MC,MECE,10/07/2025,C280,,0
100001562,23/05/2025,MANTENIMIENTO CORRECTIVO REDES ELECTRICA,60000844,P41,MC,MECE ORAS,06/06/2025,C360,,0
100001563,23/05/2025,VENTILADOR VITRINA PV,60000852,P42,MC,MECE ORAS,10/07/2025,C360,Vitrina refrigeracion N°01,0
100001564,23/05/2025,Molino apagado,60000908,P41,MC,MECE ORAS,06/06/2025,C220,Molino,14
100001566,23/05/2025,Cambio aislamiento tuberiea mecanica,,P42,MC,METR,,C220,,0
100001573,24/05/2025,Daño cava de congelacion,60000860,P42,MC,MECE ORAS,05/06/2025,C390,Condensador cava congelacion N°01,81
100001576,24/05/2025,Huecos en terminaciones de cajas camaras,60000850,P43,MC,MECE ORAS,27/05/2025,C190,,0
100001578,24/05/2025,cambio de pusto lector biometrico,,P41,MC,MECE,30/05/2025,C190,,0
100001585,24/05/2025,arreglo de ojos de buey del punto de ven,,P41,MC,MECE,29/07/2025,C110,,0
100001586,24/05/2025,arregalr luces  en zona de atencion al p,,P41,MC,MECE,21/07/2025,C110,,0
100001587,24/05/2025,restaurar la zona de la puerta,,P43,MC,MECE,05/08/2025,C110,,0
100001588,24/05/2025,sellar el agujero de la llave de gas,,P43,MC,MECE,05/08/2025,C110,,0
100001589,24/05/2025,sellamiento de agujeros en baño de damas,,P43,MC,MECE,05/08/2025,C110,,0
100001590,24/05/2025,selar aberturas del mueble,,P43,MC,MECE,05/08/2025,C110,,0
100001592,24/05/2025,señalizacion llave de gas,,P43,MC,MECE,05/08/2025,C110,,0
100001593,24/05/2025,instalacion de soportes mesa proceso,60002927,P43,MC,MECE ORAS,28/08/2025,C110,,0
100001594,24/05/2025,reparar juntas del meson en zona cliente,,P43,MC,MECE,05/08/2025,C110,,0
100001595,24/05/2025,sellamiento de tuberia en zona pesaje,,P43,MC,MECE,05/08/2025,C110,,0
100001596,24/05/2025,cambio de tubo,,P43,MC,MECE,05/08/2025,C110,,0
100001597,24/05/2025,corregir goteo en pozuelo mesa,,P43,MC,MECE,05/08/2025,C110,,0
100001598,24/05/2025,intervenir lampar de vitrina #2,60000930,P42,MC,MECE ORAS,29/05/2025,C110,Vitrina refrigeracion N°02,0
100001599,24/05/2025,revicion y reparacion del techo,,P43,MC,MECE,05/08/2025,C110,,0
100001600,24/05/2025,revision disco de la tajadora,,P41,MC,MECE,21/07/2025,C110,Tajadora,0
100001601,24/05/2025,realizar cambio de los cubos decorativos,60002926,P43,MC,MECE ORAS,28/08/2025,C110,,0
100001602,24/05/2025,intervencion en mesones de proceso,,P43,MC,MECE,05/08/2025,C110,,0
100001603,24/05/2025,reparacion de luces de la cava,60000931,P42,MC,MECE ORAS,29/05/2025,C110,,0
100001604,24/05/2025,sellamiento de grietas,,P41,MC,MECE,29/07/2025,C110,,0
100001605,24/05/2025,instalacion de soporte para parrilla,,P43,MC,MECE,05/08/2025,C110,,0
100001606,24/05/2025,sellamiento de biseles,60000875,P43,MC,MECE ORAS,05/06/2025,C110,,0
100001607,24/05/2025,evaluar correcion de esquinas en cavas,,P42,MC,METR,,C110,Evaporador cava refrigeracion N°01,0
100001610,25/05/2025,Ventilador de cava dañado,,P42,MC,MECE,27/05/2025,C270,Evaporador cava congelacion N°01,0
100001611,25/05/2025,cava  se  dispara,,P42,MC,MECE,29/05/2025,C290,Evaporador cava refrigeracion N°01,0
100001620,26/05/2025,Arreglo Persianas,,P43,MC,MEAB,,C390,,0
100001621,26/05/2025,Sellamiento Vitrina Charcutería,,P42,MC,MECE,27/05/2025,C230,Vitrina refrigeracion N°03,0
100001622,26/05/2025,fuga de aceite molino y mantenimiento,60000867,P41,MC,MECE ORAS,21/07/2025,C170,Molino,0
100001623,26/05/2025,caucho pata de la sierra,,P41,MC,MECE,29/07/2025,C170,Sierra sin fin,0
100001625,26/05/2025,ups se apaga,,P41,MC,MECE,08/09/2025,C280,UPS,0
100001627,26/05/2025,fachada en mal estado,60000868,P43,MC,MECE ORAS,05/06/2025,C210,,0
100001628,26/05/2025,daño en vitrina,60000882,P42,MC,MECE ORAS,27/05/2025,C210,Vitrina refrigeracion N°03,0
100001630,26/05/2025,Vitrina congelación,,P42,MC,MECE,22/07/2025,C240,Vitrina congelacion N°01,0
100001634,26/05/2025,cava de refrigeracion Mala,60000878,P42,MC,MECE ORAS,27/05/2025,C190,Evaporador cava refrigeracion N°01,0
100001640,26/05/2025,Pergola punto de venta,,P43,MC,MECE,05/08/2025,C230,,0
100001641,26/05/2025,Fuga sala de procesos,60000903,P43,MC,MECE ORAS,30/05/2025,C230,,0
100001654,27/05/2025,ventiladores  cava de congelacion,60000886,P42,MC,MECE ORAS,27/05/2025,C160,Evaporador cava congelacion N°01,0
100001655,27/05/2025,cambio de lampara que esta malo,,P41,MC,MECE,29/07/2025,C160,,0
100001657,27/05/2025,LAMPARAS DAÑADAS MESA,,P41,MC,MECE,06/08/2025,C340,,0
100001659,27/05/2025,NEVERA CHARCUTERIA NO ENFRIA,60001068,P42,MC,MECE ORAS,17/06/2025,C340,Vitrina refrigeracion N°01,97
100001660,27/05/2025,LAMPARAS EN PARRILLA DAÑADAS,,P41,MC,MECE,29/07/2025,C340,,0
100001662,27/05/2025,pozuelo llave mala,60000881,P43,MC,MECE ORAS,05/06/2025,C230,,0
100001667,27/05/2025,Mantenimiento de sillas,,P43,MC,MECE,10/07/2025,C410,,0
100001672,27/05/2025,daño en balanza colgante,60000887,P44,MC,MECE ORAS,28/05/2025,C210,Balanza colgante N°03,0
100001674,28/05/2025,VITRINA #3 CON RUIDO ANORMAL,,P42,MC,MECE,29/05/2025,C110,Vitrina refrigeracion N°03,0
100001675,28/05/2025,vitrina de congelacion no enciende,60000889,P42,MC,MECE ORAS,28/05/2025,C110,Vitrina congelacion N°01,3
100001676,28/05/2025,FABRICACION DE PERCHEROS PARA BOLSOS,,P91,MC,MECE,17/07/2025,C110,CAM PV-ITA_Lockers,0
100001677,28/05/2025,COMPRA DE CAUCHO PAR LAS ESTERAS PV,,P43,MC,MECE,14/08/2025,C110,,0
100001678,28/05/2025,COMPRA DE TANQUE PARA CHUT DE BASURAS,,P43,MC,MECE,28/05/2025,C110,,0
100001679,28/05/2025,Instalacion de aire,,P43,MC,MECE,28/05/2025,C190,,0
100001680,28/05/2025,ojos de buey malos,,P41,MC,MECE,29/07/2025,C190,,0
100001681,28/05/2025,grifos desajustados,,P43,MC,MECE,30/05/2025,C190,,0
100001688,28/05/2025,datafono,60001111,P41,MC,MECE ORAS,27/06/2025,C100,,1
100001704,28/05/2025,Freidora no enciende,60001734,P41,MC,MECE ORAS,29/07/2025,C180,Freidora electrica N°01,0
100001705,28/05/2025,Nevera  (ensaladera) botando agua,60000932,P42,MC,MECE ORAS,29/05/2025,C180,Nevera horizontal N°01,0
100001714,29/05/2025,La tajadora se frena,60001274,P41,MC,MECE ORAS,21/07/2025,C140,Tajadora,0
100001715,29/05/2025,vitrina de lo congelado mala temperatura,,P42,MC,MECE,29/05/2025,C190,Vitrina refrigeracion N°02,0
100001719,29/05/2025,Fachada,,,,,,,,
100001721,29/05/2025,Revision tecnica de red electrica,,P41,MC,MECE,29/07/2025,C140,,0
100001722,29/05/2025,Vitrina de refrigeracion,60001299,P42,MC,MECE ORAS,16/06/2025,C140,Vitrina refrigeracion N°03,0
100001725,29/05/2025,Mantenimiento bascula de piso,60001088,P44,MC,MECE ORAS,06/06/2025,C170,Bascula plataforma,0
100001726,29/05/2025,Sanitario Baño de las Mujeres,60000943,P43,MC,MECE ORAS,03/07/2025,C220,,0
100001730,29/05/2025,cierra en mto contactor malo y enchufe,,P41,MC,MECE,21/07/2025,C190,Sierra sin fin,0
100001733,29/05/2025,Silla gerencia dañada,,P43,MC,MECE,10/07/2025,A280,,0
100001734,29/05/2025,Mantenimiento luces TI,,P41,MC,MECE,29/07/2025,A290,,0
100001735,29/05/2025,Gabinete pozuelo de parrilla,,P43,MC,MECE,05/08/2025,C200,,0
100001736,29/05/2025,Suiche porciparrilla,,P41,MC,MECE,29/07/2025,C200,,0
100001737,29/05/2025,Bisagras gabinetes pozuelo porciparrilla,,P43,MC,MECE,30/05/2025,C200,,0
100001738,29/05/2025,cambio del pedal del lavamanos sala de p,60001385,P43,MC,MECE ORAS,04/08/2025,C110,,0
100001739,29/05/2025,compra de acrilico para vitrinas,,P43,MC,MECE,30/05/2025,C110,,0
100001740,29/05/2025,Cambio de la bascula de repeso,,P44,MC,MECE,30/05/2025,C110,Balanza repeso N°01,0
100001745,30/05/2025,Pintura alistamiento GSPA,,P43,MC,MECE,21/08/2025,A400,,0
100001747,30/05/2025,Cambiar chapa puerta principal GSPA,60003211,P43,MC,METR ORAS,,A400,,0
100001754,30/05/2025,Vitrina # 1 con daño en el vidrio,60001089,P42,MC,MECE ORAS,17/06/2025,C110,Vitrina refrigeracion N°01,0
100001755,30/05/2025,Daño en reja enrollable,60001102,P41,MC,MECE ORAS,09/06/2025,C310,Puerta automatica N°04,154
100001756,30/05/2025,Nevera Charecuteria temperatura,60000966,P42,MC,MECE ORAS,05/06/2025,C230,Electrodomesticos menores,0
100001759,30/05/2025,Vitrina de refrigeracion botando oxido,,P42,MC,MECE,03/09/2025,C140,Vitrina refrigeracion N°01,0
100001763,30/05/2025,Vitrina congelación,60001090,P42,MC,MECE ORAS,05/06/2025,C240,Vitrina congelacion N°02,0
100001764,30/05/2025,Lampara extractor de Parrilla,,P41,MC,MECE,01/08/2025,C240,Campana extractora,0
100001766,30/05/2025,limpieza vidrio sala procesos,,P43,MC,MECE,17/07/2025,C170,,0
100001767,30/05/2025,limpieza tanque de agua edificio,,P43,MC,MECE,10/06/2025,C170,,0
100001768,30/05/2025,limpieza bajo las vitrinas del pv,,P43,MC,MECE,03/06/2025,C170,,0
100001769,30/05/2025,reparar huecos en cielo de drywall,,P43,MC,MECE,05/08/2025,C170,,0
100001771,30/05/2025,panel de sobreponer malo,,P41,MC,MECE,29/07/2025,C170,,0
100001777,31/05/2025,CAVA REFRIGERACION DEFICIENTE,,P42,MC,MECE,03/06/2025,C190,Evaporador cava refrigeracion N°01,0
100001778,31/05/2025,Al molino le falta el empaque del Gusano,60001130,P41,MC,MECE ORAS,21/07/2025,C190,Molino,0
100001787,31/05/2025,Cava de congelacion votando agua,,P42,MC,MECE,07/07/2025,C260,Evaporador cava congelacion N°01,0
